Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"23,422"
2. Krediti i potrazivanja od banaka,"48,179"
3. Krediti i potrazivanja od klijenata,"150,338"
4. Sredstva namijenjena prodaji,
5. Finansijska sredstva koja se drze za trgovanje,
6. Ostala sredstva koja se vode po fer vrijednosti kroz bilans uspjeha,
7. Derivatna finansijska sredstva kao instrument zastite,
8. Investicione hartije od vrijednosti,"9,211"
8.a. - raspolozive za prodaju,"3,820"
8.b. - koje se drze do dospijeca,"5,391"
9. Investicije u pridruzena preduzeca i zajednicke poduhvate po metodi kapitala,"2,093"
10. Investicije u zavisna preduzeca,
11. Investicione nekretnine/nepokretnosti,
"12. Nekretnine, postrojenja i oprema","7,383"
13. Nematerijalna sredstva,230
14. Tekuca poreska sredstva,
15. Odlozena poreska sredstva,103
16. Ostala finansijska potrazivanja,"19,507"
17. Ostala poslovna potrazivanja,"10,992"
18. UKUPNA SREDSTVA:,"271,458"
Obaveze,IZNOS
19. Depoziti banaka,238
20. Depoziti klijenata,"200,777"
21. Pozajmljena sredstva od banaka,
22. Pozajmljena sredstva od ostalih klijenata,"35,925"
23. Finansijske obaveze koje se drze za trgovanje,
24. Finansijske obaveze koje se vode po fer vrijednosti kroz bilans uspjeha,
25. Derivatne finansijske obaveze kao instrument zastite,
26. Izdate duznicke hartije od vrijednosti,
27. Rezerve,533
28. Tekuce poreske obaveze,0
29. Odlozene poreske obaveze,
30. Ostale obaveze,"2,930"
31. Subordinisani dug,"1,284"
32. UKUPNE OBAVEZE:,"241,688"
Kapital,IZNOS
33. Akcijski kapital,"25,659"
34. Emisione premije,
35. Nerasporedjena dobit,
36. Dobit/gubitak tekuce godine,477
37. Ostale rezerve,"3,634"
38. Interesi bez kontrolnog uticaja u kapitalu,
39. UKUPAN KAPITAL: (33. do 38.),"29,770"
40. UKUPNI KAPITAL I OBAVEZE: (32. + 39.),"271,458"
