Aktiva,IZNOS
1. Novcana sredstva i racuni depozita kod centralnih banaka,"13,819"
2. Krediti i potrazivanja od banaka,"53,027"
3. Krediti i potrazivanja od klijenata,"116,846"
4. Sredstva namijenjena prodaji,"1,925"
5. Finansijska sredstva koja se drze za trgovanje,"1,206"
6. Ostala sredstva koja se vode po fer vrijednosti kroz bilans uspjeha,
7. Derivatna finansijska sredstva kao instrument zastite,
8. Investicione hartije od vrijednosti,"5,774"
8.a. - raspolozive za prodaju,182
8.b. - koje se drze do dospijeca,"5,593"
9. Investicije u pridruzena preduzeca i zajednicke poduhvate po metodi kapitala,"2,125"
10. Investicije u zavisna preduzeca,"5,727"
11. Investicione nekretnine/nepokretnosti,
"12. Nekretnine, postrojenja i oprema","4,152"
13. Nematerijalna sredstva,395
14. Tekuca poreska sredstva,
15. Odlozena poreska sredstva,
16. Ostala finansijska potrazivanja,316
17. Ostala poslovna potrazivanja,"2,006"
18. UKUPNA SREDSTVA:,"207,318"
Obaveze,IZNOS
19. Depoziti banaka,"1,613"
20. Depoziti klijenata,"153,363"
21. Pozajmljena sredstva od banaka,"18,867"
22. Pozajmljena sredstva od ostalih klijenata,"4,662"
23. Finansijske obaveze koje se drze za trgovanje,
24. Finansijske obaveze koje se vode po fer vrijednosti kroz bilans uspjeha,
25. Derivatne finansijske obaveze kao instrument zastite,
26. Izdate duznicke hartije od vrijednosti,
27. Rezerve,250
28. Tekuce poreske obaveze,
29. Odlozene poreske obaveze,68
30. Ostale obaveze,979
31. Subordinisani dug,"1,200"
32. UKUPNE OBAVEZE:,"181,000"
Kapital,IZNOS
33. Akcijski kapital,"23,259"
34. Emisione premije,
35. Nerasporedjena dobit,"2,555"
36. Dobit/gubitak tekuce godine,-228
37. Ostale rezerve,732
38. Interesi bez kontrolnog uticaja u kapitalu,
39. UKUPAN KAPITAL: (33. do 38.),"26,318"
40. UKUPNI KAPITAL I OBAVEZE: (32. + 39.),"207,318"
